event_id,timestamp,user_id,product_id,quantity,price
127,2025-08-28 17:11:57,1239,9185,1,891.05
128,2025-09-05 21:06:13,2609,4258,1,283.73
129,2025-08-14 01:25:56,7446,19808,2,521.68
130,2025-08-30 12:31:37,7807,18856,1,663.44
131,2025-08-23 11:05:49,6479,6453,2,163.01
132,2025-08-18 18:39:58,9361,6124,3,159.87
133,2025-08-23 11:00:43,5715,18354,3,1645.76
134,2025-08-15 03:24:55,8284,9065,3,1133.77
135,2025-08-16 10:10:46,6718,17275,3,835.87
136,2025-08-21 04:34:21,9920,8987,1,848.37
137,2025-08-18 19:12:59,5296,8608,1,1083.97
138,2025-08-25 14:47:59,4745,14755,1,575.62
139,2025-09-06 14:11:33,9894,9638,3,1034.6
140,2025-09-08 13:32:18,3917,13643,2,408.75
141,2025-08-20 06:42:54,4013,2627,3,210.92
142,2025-09-09 09:06:12,7850,12895,3,1125.82
143,2025-08-19 11:57:20,720,15664,3,1439.1
144,2025-08-14 15:40:02,4979,12106,2,59.11
145,2025-08-30 08:49:01,9787,1091,3,962.22
146,2025-08-29 00:35:52,2945,2020,2,1515.01
147,2025-08-13 21:16:31,3674,10009,2,1472.03
148,2025-08-25 12:07:39,7670,6877,1,1271.43
149,2025-09-05 12:20:39,5744,3031,3,1802.36
150,2025-08-19 12:28:14,9988,4244,3,1901.59
151,2025-08-15 08:13:08,7434,9961,2,130.73
152,2025-09-09 05:33:31,1050,2881,2,1773.68
153,2025-08-27 15:22:01,1294,5027,3,268.25
154,2025-08-17 20:23:14,2003,8609,1,15.63
155,2025-09-11 17:04:18,6162,10937,3,621.14
156,2025-09-04 00:03:32,868,13329,2,1602.72
157,2025-08-30 12:54:26,7415,14151,1,1546.61
158,2025-08-29 19:56:00,4441,15152,1,1805.21
159,2025-08-13 07:17:37,3442,13642,3,1579.62
160,2025-08-26 21:56:03,6761,10552,3,1404.13
161,2025-08-21 17:28:49,4144,10039,1,1649.58
162,2025-08-15 22:23:09,9039,19997,3,1651.92
163,2025-08-20 12:07:21,8742,18467,3,1485.18
164,2025-09-08 08:36:15,2842,7012,2,1754.17
165,2025-09-09 10:16:00,4408,16484,3,361.97
166,2025-08-30 08:39:17,631,11071,3,1465.58
167,2025-08-20 15:30:15,4324,5114,2,1131.26
168,2025-08-16 05:11:09,6147,16850,2,890.75
169,2025-09-08 16:57:13,1417,7644,1,176.66
170,2025-09-05 11:58:26,2378,5411,2,1167.47
171,2025-08-25 01:14:01,4944,4994,2,1290.59
172,2025-09-06 21:06:28,3952,4578,1,1974.72
173,2025-08-13 10:09:18,5914,14185,3,1703.96
174,2025-08-17 07:21:11,7782,12024,3,93.36
175,2025-09-08 04:56:56,4090,14443,3,746.74
176,2025-09-04 21:26:00,2931,1367,2,893.0
177,2025-08-20 15:13:51,8190,15022,3,1093.97
178,2025-09-08 17:06:53,8114,1272,1,1819.39
179,2025-09-06 18:45:18,408,858,2,1106.79
180,2025-08-30 15:18:15,8245,15316,2,867.77
181,2025-08-31 15:42:45,426,15882,2,915.08
182,2025-09-07 14:25:28,7714,6738,2,520.86
183,2025-08-23 15:44:07,9490,350,1,789.37
184,2025-09-07 19:52:30,8556,15067,3,1390.1
185,2025-09-05 21:22:58,1657,2644,1,598.43
186,2025-09-09 23:36:26,7201,6555,1,1914.93
187,2025-09-01 12:55:31,5880,8494,3,838.57
188,2025-09-11 16:31:20,4038,19921,1,1965.64
189,2025-09-05 12:40:39,1162,17170,1,222.69
190,2025-09-01 04:19:10,6409,16328,1,611.9
191,2025-08-22 01:48:25,4073,12264,2,374.94
192,2025-08-30 01:20:52,6598,4431,3,1155.53
193,2025-09-10 19:14:16,8713,14485,1,312.59
194,2025-08-28 12:02:34,1739,3309,1,686.87
195,2025-09-11 08:55:10,5436,13188,1,385.28
196,2025-09-09 09:50:41,9421,11658,2,1174.42
197,2025-08-28 19:45:05,6147,3055,3,1048.51
198,2025-09-09 23:01:56,6074,8473,1,1081.22
199,2025-08-28 12:18:21,8520,12307,3,121.07
200,2025-08-27 20:57:55,5773,19057,2,1406.94
201,2025-08-25 22:20:24,300,11523,1,242.01
202,2025-08-13 17:41:17,9483,16615,3,1863.02
203,2025-09-06 09:11:18,6359,5093,1,21.17
204,2025-08-29 15:13:46,3070,18138,2,1818.77
205,2025-08-27 09:04:31,1559,1175,1,1867.15
206,2025-09-01 06:12:17,5588,3922,1,1269.81
207,2025-08-31 07:20:55,5327,12498,3,1698.61
208,2025-08-31 21:54:54,4322,12425,2,1152.06
209,2025-08-27 15:06:07,8259,13580,3,1704.59
210,2025-08-28 16:22:44,2733,3268,2,524.22
211,2025-08-17 21:07:27,8833,4416,2,1645.06
212,2025-09-01 05:46:53,3320,14002,1,1146.05
213,2025-08-28 19:23:38,3659,1532,1,378.81
214,2025-08-20 20:00:37,3360,14746,3,777.35
215,2025-08-28 22:56:55,841,14627,3,1050.75
216,2025-08-17 12:37:34,5427,17078,3,40.56
217,2025-08-29 20:18:53,3775,14796,1,107.43
218,2025-09-09 21:25:10,6871,193,1,165.35
219,2025-08-22 03:13:15,1985,16052,2,1487.36
220,2025-08-30 21:31:56,8009,16586,1,203.8
221,2025-08-13 01:29:23,3319,17350,3,211.03
222,2025-09-08 00:58:56,6429,17407,1,968.2
223,2025-08-22 00:32:50,5450,10679,2,1691.83
224,2025-08-31 04:04:40,7255,8868,1,697.71
225,2025-08-28 08:42:48,8015,7160,2,1224.93
226,2025-08-27 15:36:51,8148,17683,3,685.68
227,2025-08-23 11:37:57,7816,7257,2,923.89
228,2025-08-31 13:51:18,2617,1376,2,329.12
229,2025-08-17 09:07:18,6561,12601,2,320.56
230,2025-08-24 17:07:20,5495,19327,2,1249.18
231,2025-08-31 13:30:05,6098,3923,2,735.18
232,2025-08-23 17:17:32,5460,17134,3,890.6
233,2025-08-20 03:48:10,4419,7988,1,1555.18
234,2025-08-26 19:56:13,2032,8747,1,663.44
235,2025-08-29 02:55:49,7974,10900,2,145.87
236,2025-09-03 03:30:00,6341,10551,2,1821.99
237,2025-08-13 04:45:09,8194,4810,3,984.05
238,2025-08-16 06:23:16,3532,10828,3,1009.91
239,2025-09-04 03:43:33,9400,2115,1,1736.62
240,2025-08-16 01:42:52,3067,17094,3,1088.16
241,2025-08-27 11:46:45,6097,9484,1,1840.52
242,2025-08-21 05:29:58,3107,13945,3,1801.98
243,2025-09-05 17:42:01,255,1841,2,1063.92
244,2025-08-19 03:11:18,6561,13610,1,598.84
245,2025-08-23 06:09:58,1936,11753,2,1299.66
246,2025-09-08 16:25:30,8431,8446,1,811.45
247,2025-08-20 18:19:16,8277,337,2,1316.95
248,2025-08-31 19:27:10,8256,11870,2,828.06
249,2025-09-01 05:14:09,4531,14541,1,1410.75
250,2025-08-31 22:43:13,1743,16255,2,1692.1
251,2025-09-02 00:13:47,7970,9124,2,1862.57
252,2025-08-14 13:18:25,7672,12482,2,554.09
253,2025-08-29 12:30:20,2583,8165,1,189.15
254,2025-08-17 18:22:43,199,124,1,965.3
255,2025-09-01 23:20:10,4143,9603,2,507.95
256,2025-09-02 17:32:33,3141,12231,1,650.83
257,2025-08-28 23:56:46,9140,15033,2,428.79
258,2025-08-25 15:59:37,5139,17250,2,1077.97
259,2025-08-13 06:55:06,2074,3902,1,1537.09
260,2025-08-27 17:20:51,8413,13150,1,525.88
261,2025-09-06 22:49:45,8906,6243,1,1872.98
262,2025-09-07 21:43:17,7183,13012,1,1161.91
263,2025-08-27 07:52:53,2664,12689,1,876.02
264,2025-09-10 00:40:33,8084,16178,2,1288.41
265,2025-08-26 11:37:50,4512,9727,1,1502.81
266,2025-08-13 15:59:15,3939,10500,3,1542.54
267,2025-08-28 15:42:04,2215,13883,2,833.31
268,2025-08-24 08:11:30,6237,1160,1,131.47
269,2025-08-29 08:17:11,4619,10758,2,112.15
270,2025-08-15 14:42:17,1896,8543,1,111.86
271,2025-08-24 17:40:30,2604,6476,1,240.76
272,2025-09-04 22:39:38,5766,4252,3,176.42
273,2025-08-31 04:27:36,6543,5100,3,1310.44
274,2025-08-30 23:03:01,4167,14909,3,966.56
275,2025-08-14 05:23:04,1952,11687,3,414.84
276,2025-08-14 06:24:50,6933,17484,1,561.25
277,2025-08-31 14:44:12,6060,14426,3,1354.64
278,2025-09-10 02:16:49,1953,16098,1,1529.93
279,2025-08-15 08:40:08,4941,17196,2,1651.63
280,2025-08-14 14:12:22,6416,9222,2,213.35
281,2025-08-13 01:20:24,5711,14631,1,620.66
282,2025-08-14 13:26:54,4872,8538,2,138.24
283,2025-08-21 06:47:54,3372,6663,2,711.77
284,2025-08-31 11:36:40,9635,8440,1,567.73
285,2025-08-16 04:35:42,9387,3676,3,821.03
286,2025-08-23 19:12:33,969,10041,2,790.11
287,2025-09-05 20:40:07,3122,1378,1,691.03
288,2025-09-11 17:35:12,1682,14941,2,1070.05
289,2025-09-05 05:29:10,716,16600,2,624.17
290,2025-09-11 00:36:01,820,11895,2,1630.96
291,2025-09-05 17:42:47,6728,17200,1,967.48
292,2025-08-25 01:01:04,2086,8945,2,647.39
293,2025-08-21 12:10:23,3232,5207,3,339.54
294,2025-08-17 19:04:07,5046,11005,1,465.41
295,2025-08-31 13:04:39,2687,9165,3,1352.13
296,2025-08-26 18:36:32,6541,16522,3,1721.52
297,2025-08-17 20:07:14,954,17093,2,1415.81
298,2025-08-26 14:37:40,9740,5383,1,347.91
299,2025-08-21 01:17:36,1530,10455,2,1122.14
300,2025-08-22 22:42:09,6318,9320,1,730.4
301,2025-08-17 14:02:18,1325,8441,3,622.89
302,2025-08-22 16:42:14,714,10614,2,569.31
303,2025-08-15 14:23:06,2938,5766,2,188.68
304,2025-08-15 10:59:02,9646,13682,1,815.98
305,2025-08-27 11:54:16,2385,8030,3,217.37
306,2025-09-02 10:27:46,2183,19322,3,1559.06
307,2025-09-11 17:14:05,1201,19947,2,1541.72
308,2025-09-07 17:40:40,8890,13368,3,1352.28
309,2025-08-13 13:37:51,358,19996,1,1137.46
310,2025-09-11 02:05:55,8621,19328,3,1740.44
311,2025-08-17 08:10:07,2222,14541,2,1410.75
312,2025-08-14 06:07:07,3238,14371,1,1765.64
313,2025-09-02 21:34:39,8363,1084,2,1498.38
314,2025-09-01 07:17:32,8420,17085,2,141.04
315,2025-08-22 09:29:57,7143,11904,2,660.53
316,2025-08-28 10:16:04,7973,14447,1,415.74
317,2025-08-20 00:45:32,8491,9059,2,1052.96
318,2025-08-20 01:59:29,5190,4534,3,1208.58
319,2025-08-30 02:39:22,7866,2949,3,781.45
320,2025-08-21 15:28:45,1010,8326,1,1746.31
321,2025-09-05 21:44:08,636,13787,3,885.49
322,2025-09-11 07:33:30,3202,914,3,388.65
323,2025-09-08 19:49:39,3455,2499,2,1066.71
324,2025-09-09 11:52:36,2958,12134,2,188.04
325,2025-08-17 20:33:57,1326,15741,1,1349.43
326,2025-08-22 17:51:00,9873,1347,3,1026.97
327,2025-08-16 04:24:00,1917,16872,1,1748.39
328,2025-08-29 13:28:12,8041,7731,2,248.4
329,2025-09-04 01:35:18,1054,13339,2,878.4
330,2025-08-15 22:51:38,2700,5795,1,1331.52
331,2025-08-30 21:17:42,4102,11828,2,1357.92
332,2025-08-31 03:15:33,4654,1508,1,839.53
333,2025-09-05 21:29:13,5828,5455,1,652.34
334,2025-08-28 15:10:47,566,19488,1,510.96
335,2025-08-26 04:21:26,6033,19311,2,1532.52
336,2025-08-22 18:57:00,2206,10255,2,1084.22
337,2025-08-14 17:53:51,2228,19191,3,5.18
338,2025-08-13 00:48:10,6895,16139,1,1484.87
339,2025-08-31 16:50:44,8047,8181,3,810.22
340,2025-09-11 10:02:54,3325,12320,2,1908.65
341,2025-08-15 06:24:54,9414,589,3,483.76
342,2025-08-29 07:12:40,3122,16023,2,1178.95
343,2025-08-24 15:08:57,2379,13622,3,1180.03
344,2025-08-26 02:44:52,295,13421,3,1569.68
345,2025-08-20 09:55:03,572,5472,3,728.18
346,2025-08-17 05:10:53,5542,5567,1,812.03
347,2025-08-15 03:41:30,5609,12909,2,1682.72
348,2025-09-09 18:47:58,2335,7552,2,156.15
349,2025-08-25 19:30:34,8440,13997,3,275.57
350,2025-09-02 19:52:59,939,17825,3,588.28
351,2025-08-23 11:33:41,1815,6667,3,1097.59
352,2025-08-31 14:25:14,2147,14738,3,53.94
353,2025-08-26 19:15:53,7064,6791,1,1066.41
354,2025-09-11 10:55:04,6637,13031,3,1697.27
355,2025-09-02 19:36:12,4637,13001,3,930.52
356,2025-08-29 14:31:07,3755,17029,3,1169.31
357,2025-08-19 06:11:54,4185,19350,3,582.66
358,2025-08-20 21:53:40,8698,7395,3,1661.87
359,2025-09-02 01:20:16,3812,3704,1,878.85
360,2025-08-22 21:07:23,1640,3969,1,1047.04
361,2025-09-01 23:26:45,967,957,3,1770.94
362,2025-09-03 06:42:48,9233,652,2,418.84
363,2025-08-14 20:15:39,8765,7931,1,1196.51
364,2025-08-31 22:19:00,5188,5319,1,1314.53
365,2025-08-26 23:19:02,6468,12163,3,134.99
366,2025-09-07 14:22:23,7689,19367,1,1854.16
367,2025-08-29 20:31:57,9444,2631,1,1974.6
368,2025-09-06 19:17:12,7382,1342,3,1578.54
369,2025-08-19 18:41:04,3475,6926,2,1422.81
370,2025-09-03 01:58:18,4460,1583,3,1681.07
371,2025-08-19 19:47:46,4253,18300,3,1516.85
372,2025-09-03 18:57:22,1909,14851,1,1155.75
373,2025-08-15 09:58:38,8251,14834,1,532.79
374,2025-08-27 04:45:42,100,10323,2,994.41
375,2025-08-19 10:37:31,116,3602,2,1176.67
376,2025-09-03 13:40:15,7677,305,2,414.89
377,2025-09-09 08:33:03,2005,7401,2,639.69
378,2025-08-13 09:27:09,8662,8556,2,1360.18
379,2025-08-21 06:17:34,3640,5743,3,1045.46
380,2025-08-27 12:13:30,8730,15409,1,699.05
381,2025-08-28 17:03:17,3104,7220,1,1620.46
382,2025-08-28 00:15:32,9395,12996,1,1521.5
383,2025-09-05 12:53:41,5053,17744,2,1886.94
384,2025-09-10 01:22:07,8046,9240,2,532.22
385,2025-09-09 02:40:01,3958,15874,2,1879.85
386,2025-09-09 18:41:13,1259,13344,2,323.33
387,2025-09-05 02:37:20,9875,3073,2,1109.63
388,2025-08-13 23:50:44,7673,19407,3,1569.92
389,2025-08-25 22:41:50,7070,5948,2,202.69
390,2025-08-15 05:01:29,5696,8637,2,162.25
391,2025-09-10 02:16:00,6094,3224,1,1562.54
392,2025-09-06 04:27:58,5212,8153,1,1357.97
393,2025-08-21 22:48:11,6276,16076,1,1450.34
394,2025-09-05 20:45:31,5954,10874,3,861.51
395,2025-09-10 21:49:02,276,7943,2,434.29
396,2025-09-02 15:39:28,3052,16731,1,1995.94
397,2025-08-29 09:50:07,2379,1994,3,996.23
398,2025-08-15 21:43:09,3733,7868,3,1260.12
399,2025-08-24 15:47:11,508,7508,1,1912.32
400,2025-08-31 04:29:39,8299,9078,2,274.71
401,2025-08-12 20:31:52,1584,18175,2,665.49
402,2025-08-19 02:39:51,9370,17990,2,1595.19
403,2025-09-08 15:01:04,4843,17891,2,536.96
404,2025-08-18 20:37:27,7248,2360,1,1552.63
405,2025-08-30 06:12:43,1619,3704,2,878.85
406,2025-08-16 21:39:06,7163,8921,1,1150.93
407,2025-08-13 21:44:27,9528,14710,1,1418.52
408,2025-08-29 20:33:32,443,15795,1,302.55
409,2025-09-08 00:41:39,3607,4536,3,545.58
410,2025-09-09 13:53:56,2656,12408,2,214.22
411,2025-09-09 10:22:29,7218,16250,3,207.89
412,2025-08-22 20:44:12,6764,1011,3,52.42
413,2025-08-26 07:28:48,9111,18127,1,1500.2
414,2025-08-15 04:21:33,6731,13012,2,1161.91
415,2025-08-30 00:19:04,4962,1716,3,683.87
416,2025-08-22 11:32:31,6029,5486,1,1929.58
417,2025-08-20 23:43:40,8691,2320,3,752.35
418,2025-09-04 02:59:44,4492,10204,1,686.69
419,2025-08-13 19:42:13,9998,14336,3,1127.78
420,2025-09-05 10:17:41,2066,1145,3,1405.76
421,2025-08-17 20:03:49,3664,7209,3,307.63
422,2025-08-16 23:24:18,4090,7102,2,1356.61
423,2025-08-21 21:36:30,9345,226,2,342.55
424,2025-08-16 14:05:31,6753,5914,3,524.79
425,2025-08-29 12:24:01,6270,727,3,99.81
426,2025-09-04 01:37:28,3673,1607,1,77.54
427,2025-09-04 19:51:40,3737,14689,2,717.9
428,2025-09-05 23:00:42,164,777,3,147.76
429,2025-09-01 12:29:52,9348,9066,1,859.63
430,2025-08-24 15:26:24,5303,13345,1,1966.95
431,2025-08-26 17:56:05,2210,1163,1,1694.54
432,2025-08-31 13:57:14,472,10581,1,846.22
433,2025-08-28 04:46:14,3272,19468,2,979.18
434,2025-09-01 04:43:45,8409,15882,1,915.08
435,2025-09-04 11:22:13,3194,8108,2,964.91
436,2025-08-30 12:24:49,846,1774,1,1799.73
437,2025-08-17 00:31:51,1675,19693,2,389.38
438,2025-08-21 23:33:16,5517,15144,1,404.23
439,2025-08-30 18:02:15,4153,1199,3,595.08
440,2025-08-26 22:32:57,3304,12582,2,1799.54
441,2025-09-01 22:04:16,9188,3197,3,745.35
442,2025-08-25 10:29:27,8150,15569,2,232.02
443,2025-08-14 05:26:46,4233,1982,2,1924.42
444,2025-08-21 16:02:38,5199,3351,3,563.8
445,2025-08-26 05:03:37,1582,13553,3,638.21
446,2025-09-01 01:21:26,4935,12230,1,1612.63
447,2025-09-07 04:18:19,4596,8636,3,253.36
448,2025-09-11 16:37:56,4988,11899,2,361.92
449,2025-09-08 15:16:49,8372,9484,3,1840.52
450,2025-09-01 05:55:18,9436,7475,2,1413.83
451,2025-08-28 19:12:58,2002,3227,3,999.72
452,2025-08-13 03:17:32,2751,19099,3,857.16
453,2025-08-28 08:20:15,1347,15848,1,1561.25
454,2025-09-09 06:43:30,8446,17002,2,1112.02
455,2025-08-19 15:12:40,2537,13670,3,882.82
456,2025-08-12 21:28:00,551,14015,2,1081.11
457,2025-09-04 13:53:10,8591,358,2,1162.6
458,2025-08-26 10:06:15,7712,19307,3,1716.37
459,2025-09-05 23:50:18,8163,18731,1,618.92
460,2025-09-03 22:39:09,4028,18669,3,1113.88
461,2025-08-27 14:53:01,2745,19088,2,1119.08
462,2025-09-03 14:47:48,3168,17513,3,267.56
463,2025-09-10 02:36:06,1361,3161,1,126.75
464,2025-09-07 03:32:53,1135,9474,3,1141.17
465,2025-08-19 05:35:11,6416,7214,1,802.36
466,2025-08-19 22:46:00,3187,14909,1,966.56
467,2025-09-04 20:33:07,4287,12652,3,624.13
468,2025-08-24 12:14:55,7989,19514,3,319.42
469,2025-08-13 00:58:48,9441,13984,1,814.62
470,2025-08-16 00:55:44,4034,5548,1,282.02
471,2025-09-08 10:15:58,111,7744,1,1740.71
472,2025-08-26 19:55:15,6711,6574,1,1752.28
473,2025-08-17 02:28:10,9732,192,1,1580.38
474,2025-08-19 23:39:04,2909,14330,2,485.33
475,2025-08-13 16:34:52,9098,15740,3,556.55
476,2025-08-18 05:02:01,6459,12057,3,1587.08
477,2025-09-10 02:32:37,4405,10188,3,715.43
478,2025-08-28 19:17:28,9405,7344,1,242.02
479,2025-08-14 02:34:22,6996,18308,2,310.59
480,2025-08-15 07:44:49,2015,15128,2,1792.03
481,2025-08-17 15:40:02,829,19719,1,980.02
482,2025-08-18 02:42:23,9275,7033,3,1417.82
483,2025-08-27 16:34:11,568,12102,2,300.04
484,2025-08-19 10:02:46,4217,19720,2,1853.8
485,2025-08-19 16:45:38,7073,14414,2,883.49
486,2025-09-06 16:10:37,8852,3948,2,937.39
487,2025-08-22 21:16:30,8018,19906,2,367.87
488,2025-08-16 00:51:09,7237,13210,1,853.36
489,2025-09-11 13:52:41,1460,4992,3,494.77
490,2025-09-01 00:55:29,6611,17986,3,1332.46
491,2025-08-19 20:08:13,7424,8847,3,426.3
492,2025-08-28 21:53:43,8038,5104,3,875.16
493,2025-08-14 04:15:22,7205,14103,3,642.84
494,2025-08-14 14:48:03,4630,26,3,852.98
495,2025-08-22 21:20:24,6504,15866,3,652.17
496,2025-09-05 19:10:50,9599,4614,2,919.02
497,2025-08-23 15:57:18,1713,11109,2,1696.14
498,2025-09-07 09:37:24,5990,18435,1,138.11
499,2025-09-01 09:03:41,9769,6660,1,1610.86
500,2025-08-27 16:26:49,115,15704,1,195.29
501,2025-08-23 13:14:58,1722,14751,3,287.07
502,2025-09-11 03:39:03,8659,11753,2,1299.66
503,2025-09-04 04:48:56,5980,13623,3,294.13
504,2025-09-02 12:42:17,4968,7517,3,1946.9
505,2025-08-22 10:22:57,7804,10846,3,1538.9
506,2025-08-31 16:04:09,1403,9526,1,754.55
507,2025-09-09 01:25:39,6767,9701,1,188.66
508,2025-08-27 12:51:29,5793,7334,2,971.62
509,2025-08-21 07:23:28,6099,10163,3,802.92
