order_item_id,order_id,product_id,quantity,price,item_total
272,76,3888,1,1511.96,1511.96
273,77,15967,3,1771.79,5315.37
274,77,13293,3,378.93,1136.79
275,77,16850,1,1919.19,1919.19
276,78,4029,1,1356.41,1356.41
277,78,13153,2,394.39,788.78
278,78,15268,1,557.21,557.21
279,78,7092,1,1611.82,1611.82
280,79,9023,1,1281.44,1281.44
281,79,7510,1,37.34,37.34
282,79,7473,1,1307.9,1307.9
283,80,19622,3,464.7,1394.1
284,80,6986,2,731.61,1463.22
285,80,7027,2,905.73,1811.46
286,81,19019,1,62.34,62.34
287,81,14105,3,88.5,265.5
288,81,14345,1,774.23,774.23
289,81,17051,3,1014.41,3043.23
290,82,9121,3,1872.66,5617.9800000000005
291,82,19482,3,879.01,2637.0299999999997
292,83,1897,1,944.11,944.11
293,83,14918,3,7.07,21.21
294,83,19479,1,718.15,718.15
295,84,15909,1,1870.31,1870.31
296,84,6568,2,549.84,1099.68
297,84,7728,2,408.21,816.42
298,85,3543,3,548.13,1644.3899999999999
299,85,5102,1,1966.65,1966.65
300,85,19446,3,1349.1,4047.2999999999997
301,85,2289,2,1896.63,3793.26
302,85,9323,3,1086.31,3258.93
303,86,480,3,1452.51,4357.53
304,86,1036,2,1189.96,2379.92
305,86,699,2,1783.81,3567.62
306,86,3635,1,978.07,978.07
307,87,14669,2,1145.98,2291.96
308,87,11993,1,94.7,94.7
309,87,7974,3,1436.37,4309.11
310,87,15378,2,552.36,1104.72
311,88,19842,1,995.14,995.14
312,88,9525,2,145.09,290.18
313,88,16923,3,1501.38,4504.14
314,89,7127,3,1433.63,4300.89
315,89,11601,1,790.52,790.52
316,89,15234,3,1164.8,3494.3999999999996
317,90,18308,2,212.37,424.74
318,90,17145,2,925.65,1851.3
319,90,9867,3,1688.87,5066.61
320,90,9518,1,1739.06,1739.06
321,90,278,3,1796.65,5389.950000000001
322,91,822,1,355.34,355.34
323,91,7810,3,527.98,1583.94
324,91,17818,1,16.7,16.7
325,91,9218,1,910.31,910.31
326,91,15029,3,722.33,2166.9900000000002
327,92,1920,2,539.63,1079.26
328,92,6609,3,1205.46,3616.38
329,93,13425,2,1535.81,3071.62
330,93,12463,3,1232.05,3696.1499999999996
331,93,7585,2,1436.38,2872.76
332,93,14013,1,156.44,156.44
333,93,2415,2,993.18,1986.36
334,94,19152,1,713.59,713.59
335,94,17397,1,1954.26,1954.26
336,94,4973,3,1734.92,5204.76
337,95,10430,3,1888.68,5666.04
338,95,3816,2,1825.53,3651.06
339,95,16915,1,1160.26,1160.26
340,95,16045,1,1177.01,1177.01
341,96,5935,1,205.64,205.64
342,96,10731,3,673.96,2021.88
343,96,4027,1,1078.28,1078.28
344,96,18235,1,79.21,79.21
345,97,753,3,1231.4,3694.2000000000003
346,97,2287,2,1383.56,2767.12
347,98,3410,2,1037.25,2074.5
348,98,5750,2,1556.44,3112.88
349,99,13907,1,126.71,126.71
350,99,12864,2,523.37,1046.74
351,99,7974,3,1436.37,4309.11
352,99,15764,1,315.32,315.32
353,99,15080,3,936.57,2809.71
354,100,12654,3,246.43,739.29
355,100,14708,3,1099.98,3299.94
356,101,13419,3,550.57,1651.71
357,101,9524,1,1825.26,1825.26
358,101,15738,2,271.59,543.18
359,101,19525,2,1703.82,3407.64
360,102,12541,1,833.11,833.11
361,102,18367,1,29.92,29.92
362,102,19775,1,414.21,414.21
363,102,17217,3,964.03,2892.09
364,103,3951,2,433.15,866.3
365,103,18418,2,52.57,105.14
366,103,12716,2,1679.37,3358.74
367,103,15381,1,1193.69,1193.69
368,103,19698,1,974.18,974.18
369,104,18237,1,1441.04,1441.04
370,104,13089,3,1159.15,3477.4500000000003
371,104,8746,1,547.95,547.95
372,104,17894,2,1960.57,3921.14
373,104,14872,3,1940.44,5821.32
374,105,6790,3,849.0,2547.0
375,105,6741,1,1665.52,1665.52
376,106,14370,3,1679.47,5038.41
377,106,9889,2,401.42,802.84
378,106,18,3,1162.22,3486.66
379,106,1108,2,86.85,173.7
380,107,12279,3,828.56,2485.68
381,107,10344,2,1274.07,2548.14
382,107,4109,2,1627.87,3255.74
383,107,7183,2,686.95,1373.9
384,108,15745,1,1617.25,1617.25
385,108,10173,2,1700.83,3401.66
386,108,16649,3,1280.76,3842.2799999999997
387,109,506,3,490.62,1471.8600000000001
388,109,3589,3,348.49,1045.47
389,109,11768,1,1807.76,1807.76
390,109,13767,1,1873.4,1873.4
391,109,7187,3,818.84,2456.52
392,110,12977,3,1252.09,3756.2699999999995
393,110,14196,3,199.46,598.38
394,111,12584,3,1732.52,5197.5599999999995
395,111,3522,3,1869.4,5608.200000000001
396,112,9205,1,473.78,473.78
397,112,13056,2,654.31,1308.62
398,112,12462,3,1771.74,5315.22
399,112,3865,3,1797.57,5392.71
400,113,5129,1,340.41,340.41
401,113,15857,1,861.44,861.44
402,114,2562,1,1715.03,1715.03
403,114,9434,2,1098.21,2196.42
404,114,5459,3,371.08,1113.24
405,114,18518,1,229.23,229.23
406,115,7212,3,307.93,923.79
407,115,3390,2,1688.4,3376.8
408,116,4583,1,1639.99,1639.99
409,116,3655,3,1376.13,4128.39
410,116,7193,1,713.45,713.45
411,116,15286,1,421.43,421.43
412,116,3974,1,1146.05,1146.05
413,117,19206,1,1280.0,1280.0
414,117,850,3,638.17,1914.5099999999998
415,117,45,1,1320.12,1320.12
416,117,6588,2,71.5,143.0
417,118,4647,1,86.23,86.23
418,118,2019,3,99.03,297.09000000000003
419,118,2279,1,576.35,576.35
420,118,11519,1,1977.5,1977.5
421,119,12244,1,1460.15,1460.15
422,119,1041,3,614.42,1843.2599999999998
423,119,11780,3,506.62,1519.8600000000001
424,119,4479,2,1468.66,2937.32
425,120,13420,3,1426.06,4278.18
426,120,7859,1,1692.79,1692.79
427,120,12689,2,430.23,860.46
428,121,13322,3,522.73,1568.19
429,121,16373,3,1631.4,4894.200000000001
430,121,6264,3,1051.66,3154.9800000000005
431,121,4680,1,618.9,618.9
432,122,5002,2,281.59,563.18
433,122,854,1,366.79,366.79
434,122,9399,3,403.13,1209.3899999999999
435,123,3895,2,650.94,1301.88
436,123,9839,1,595.77,595.77
437,123,9671,3,1492.12,4476.36
438,124,15564,1,780.8,780.8
439,124,17411,2,927.26,1854.52
440,124,15358,1,585.86,585.86
441,124,17966,1,1720.91,1720.91
442,124,9749,1,266.82,266.82
443,125,1048,1,852.59,852.59
444,125,2491,3,1335.42,4006.26
445,125,10076,1,951.76,951.76
446,125,2222,1,1265.64,1265.64
447,126,9955,1,456.09,456.09
448,126,15757,3,1755.23,5265.6900000000005
449,126,1815,3,633.46,1900.38
450,127,9837,1,1664.69,1664.69
451,127,9590,1,584.75,584.75
452,128,5342,1,1016.89,1016.89
453,128,3466,3,442.19,1326.57
454,128,13771,1,1557.87,1557.87
455,128,17462,2,1859.06,3718.12
456,129,6398,3,1805.31,5415.93
457,129,16415,3,1823.15,5469.450000000001
458,129,13560,2,1335.82,2671.64
459,129,6650,1,1685.13,1685.13
460,129,5407,1,1455.93,1455.93
461,130,5644,1,1536.15,1536.15
462,130,11408,3,1620.54,4861.62
463,131,9788,3,383.67,1151.01
464,131,2871,1,246.08,246.08
465,132,8463,3,1294.67,3884.01
466,132,16493,2,93.77,187.54
467,132,17696,2,1927.57,3855.14
468,132,15935,3,41.29,123.87
469,132,1462,1,1169.11,1169.11
470,133,13951,3,140.84,422.52
471,133,2864,3,851.25,2553.75
472,133,9458,1,198.12,198.12
473,133,3218,1,1822.94,1822.94
474,134,908,3,1458.84,4376.5199999999995
475,134,9039,2,593.04,1186.08
476,134,5553,3,1070.61,3211.83
477,134,14969,3,1410.72,4232.16
478,135,11696,3,606.07,1818.21
479,135,902,2,1440.25,2880.5
480,136,19935,3,807.14,2421.42
481,136,3564,2,1632.98,3265.96
482,137,3641,1,1394.93,1394.93
483,137,5982,2,1200.96,2401.92
484,137,12234,1,1020.95,1020.95
485,137,3066,3,848.03,2544.09
486,138,9779,3,1625.98,4877.9400000000005
487,138,3602,2,543.02,1086.04
488,139,15558,2,1649.01,3298.02
489,139,12046,1,740.39,740.39
490,140,3673,3,1105.76,3317.2799999999997
491,140,9345,3,98.99,296.96999999999997
492,141,1159,2,1867.75,3735.5
493,141,14760,3,211.6,634.8
494,141,19504,2,270.19,540.38
495,141,14241,3,1293.34,3880.0199999999995
496,142,2049,3,1670.36,5011.08
497,142,12565,2,253.5,507.0
498,142,4012,1,420.17,420.17
499,143,3926,2,1291.3,2582.6
500,143,10072,3,1353.55,4060.6499999999996
501,143,19289,2,1302.39,2604.78
502,144,14815,3,146.83,440.49
503,144,7121,1,1059.94,1059.94
504,145,17034,2,905.31,1810.62
505,145,18014,2,348.22,696.44
506,145,15712,2,675.22,1350.44
507,146,2309,2,1825.69,3651.38
508,146,16502,2,1211.25,2422.5
509,146,3066,3,848.03,2544.09
510,146,17424,1,1053.18,1053.18
511,147,7576,3,903.07,2709.21
512,147,16418,1,1772.26,1772.26
513,147,13831,1,1173.2,1173.2
514,148,3211,1,1727.32,1727.32
515,148,8335,2,595.15,1190.3
516,149,15101,1,1030.59,1030.59
517,149,11740,3,325.6,976.8000000000001
518,149,3674,3,1181.02,3543.06
519,149,12220,3,673.61,2020.83
520,150,16075,1,1181.89,1181.89
521,150,13866,3,1523.81,4571.43
522,150,18377,2,1553.5,3107.0
523,150,10659,1,1411.51,1411.51
524,150,13472,2,1892.54,3785.08
525,151,16623,2,546.33,1092.66
526,151,16776,2,458.58,917.16
527,151,6770,1,1984.6,1984.6
528,151,4723,1,107.59,107.59
529,151,16900,1,568.42,568.42
530,152,9835,2,1071.0,2142.0
531,152,5856,2,1142.74,2285.48
532,153,8473,2,1689.18,3378.36
533,153,18322,1,1807.78,1807.78
534,154,3972,2,1886.74,3773.48
535,154,14744,1,1673.38,1673.38
536,154,2167,2,972.09,1944.18
537,155,10526,2,1072.67,2145.34
538,155,17312,3,455.75,1367.25
539,155,11452,3,1983.24,5949.72
540,156,12053,2,689.88,1379.76
541,156,17202,1,637.25,637.25
542,156,11298,1,1511.26,1511.26
543,157,9262,3,750.42,2251.2599999999998
544,157,19869,3,385.35,1156.0500000000002
545,157,627,2,1778.52,3557.04
546,157,9792,1,1587.97,1587.97
547,158,9556,2,285.12,570.24
548,158,5520,3,1190.21,3570.63
549,158,11590,2,1946.56,3893.12
550,158,18922,1,1132.32,1132.32
551,159,2095,3,367.11,1101.33
552,159,17760,3,1330.97,3992.91
553,160,8304,2,741.76,1483.52
554,160,16592,1,1318.89,1318.89
555,161,12418,2,418.94,837.88
556,161,2429,2,1297.75,2595.5
557,161,1694,2,1833.18,3666.36
558,161,9817,1,699.46,699.46
559,161,16783,1,528.1,528.1
560,162,13044,2,1976.77,3953.54
561,162,14475,3,223.66,670.98
562,162,15810,2,1984.58,3969.16
563,162,95,1,673.89,673.89
564,162,5284,2,229.97,459.94
565,163,13349,1,1009.74,1009.74
566,163,14817,3,1194.63,3583.8900000000003
567,163,7377,1,1894.15,1894.15
568,163,9339,3,410.26,1230.78
569,164,2515,1,576.97,576.97
570,164,201,1,1217.63,1217.63
571,164,9901,1,1212.89,1212.89
572,164,17176,2,285.67,571.34
573,165,12945,2,817.78,1635.56
574,165,675,1,623.36,623.36
575,165,5144,1,893.47,893.47
576,165,10734,3,401.52,1204.56
577,165,7718,3,636.87,1910.6100000000001
578,166,2692,1,649.12,649.12
579,166,6556,3,1480.0,4440.0
580,166,14103,3,487.24,1461.72
581,166,9364,1,1877.34,1877.34
582,167,11310,2,103.04,206.08
583,167,13653,3,1256.25,3768.75
584,167,4228,1,213.5,213.5
585,167,15829,1,964.4,964.4
586,168,13955,3,1296.47,3889.41
587,168,3197,1,712.66,712.66
588,168,1283,3,1278.13,3834.3900000000003
589,168,6606,1,550.85,550.85
590,168,19174,2,1113.2,2226.4
591,169,19417,2,1211.73,2423.46
592,169,10237,2,1674.04,3348.08
593,169,15712,1,675.22,675.22
594,170,2265,1,850.71,850.71
595,170,7498,3,581.22,1743.66
596,170,141,3,700.0,2100.0
597,170,4211,1,652.65,652.65
598,171,6003,1,1832.79,1832.79
599,171,18125,1,1748.45,1748.45
600,171,17205,2,206.03,412.06
601,171,13237,1,92.86,92.86
602,171,12120,1,1383.39,1383.39
603,172,4533,2,1143.93,2287.86
604,172,9042,3,1977.41,5932.2300000000005
605,172,14259,2,173.16,346.32
606,172,18025,2,487.39,974.78
607,172,12215,1,984.87,984.87
608,173,13175,1,1985.51,1985.51
609,173,991,1,66.98,66.98
610,174,137,1,594.37,594.37
611,174,10307,2,1729.73,3459.46
612,174,14078,1,427.24,427.24
613,174,12601,2,989.71,1979.42
614,174,10625,1,1763.61,1763.61
615,175,16890,2,452.01,904.02
616,175,4422,1,64.35,64.35
617,175,18628,1,37.81,37.81
618,175,15450,1,1791.0,1791.0
619,176,13778,1,432.91,432.91
620,176,7947,2,60.16,120.32
621,177,6635,1,749.49,749.49
622,177,6618,2,292.13,584.26
623,177,9938,3,343.64,1030.92
624,178,2438,2,100.77,201.54
625,178,18838,3,1760.08,5280.24
626,178,416,2,1089.41,2178.82
627,179,11248,1,35.99,35.99
628,179,11605,2,919.67,1839.34
629,179,8703,3,876.63,2629.89
630,179,5088,3,1124.19,3372.57
631,180,12983,3,439.06,1317.18
632,180,12894,2,1872.54,3745.08
633,180,11449,3,850.53,2551.59
634,181,900,1,283.04,283.04
635,181,19943,3,202.59,607.77
636,181,17794,2,551.69,1103.38
637,181,18605,1,738.54,738.54
638,181,9165,3,1767.4,5302.200000000001
639,182,6547,1,1255.06,1255.06
640,182,15887,2,1780.83,3561.66
641,182,6732,2,760.06,1520.12
642,182,5815,1,56.46,56.46
643,183,10499,3,1310.38,3931.1400000000003
644,183,14078,3,427.24,1281.72
645,184,5102,2,1966.65,3933.3
646,184,6621,1,1241.2,1241.2
647,184,2383,1,309.84,309.84
648,185,5583,2,611.47,1222.94
649,185,13042,1,798.66,798.66
650,185,7684,3,1356.03,4068.09
651,186,16773,1,927.79,927.79
652,186,1707,3,1453.6,4360.799999999999
653,186,3049,1,1124.06,1124.06
654,186,12534,2,356.49,712.98
655,187,1888,1,302.99,302.99
656,187,19932,2,1874.01,3748.02
657,188,18394,3,679.24,2037.72
658,188,5317,2,1474.38,2948.76
659,188,11578,1,1330.44,1330.44
660,189,10899,2,959.93,1919.86
661,189,18474,3,845.14,2535.42
662,189,14225,2,1875.78,3751.56
663,190,14566,2,1572.36,3144.72
664,190,16225,1,1600.23,1600.23
665,190,17106,1,589.42,589.42
666,190,9270,3,1105.14,3315.42
667,190,13831,2,1173.2,2346.4
668,191,12110,2,1916.68,3833.36
669,191,15270,1,230.58,230.58
670,191,11821,2,982.17,1964.34
671,191,19864,1,1784.62,1784.62
672,192,14787,1,1360.76,1360.76
673,192,18744,3,901.69,2705.07
674,192,17529,3,1325.0,3975.0
675,192,5927,3,757.42,2272.2599999999998
676,193,19501,2,297.69,595.38
677,193,18464,2,494.24,988.48
678,194,7464,2,1098.9,2197.8
679,194,18755,2,416.0,832.0
680,195,8709,1,265.46,265.46
681,195,8076,3,578.09,1734.27
682,195,3458,2,1966.37,3932.74
683,196,1708,2,116.22,232.44
684,196,9401,2,1908.69,3817.38
685,196,13025,1,1110.1,1110.1
686,196,17100,2,345.57,691.14
687,197,2880,1,87.1,87.1
688,197,19347,1,842.5,842.5
689,197,17030,2,1534.67,3069.34
690,197,1783,3,382.69,1148.07
691,198,17106,2,589.42,1178.84
692,198,3970,3,292.08,876.24
693,199,18585,2,681.94,1363.88
694,199,12042,2,726.67,1453.34
695,200,9438,2,390.07,780.14
696,200,8417,3,456.48,1369.44
697,200,2659,1,476.25,476.25
698,200,12975,1,1449.04,1449.04
699,200,950,1,699.09,699.09
700,201,6125,1,880.71,880.71
701,201,18352,2,1279.66,2559.32
702,201,16169,3,742.67,2228.0099999999998
703,201,19616,3,889.47,2668.41
704,201,10491,1,731.99,731.99
705,202,8191,3,1729.74,5189.22
706,202,5421,2,1958.79,3917.58
707,202,19433,2,959.17,1918.34
708,203,18891,3,110.98,332.94
709,203,1006,2,1744.94,3489.88
710,203,3896,1,1665.55,1665.55
711,203,9107,3,435.92,1307.76
712,203,9254,2,728.61,1457.22
713,204,6450,3,1774.02,5322.0599999999995
714,204,13020,2,859.86,1719.72
715,204,18976,3,420.92,1262.76
716,204,18535,2,952.47,1904.94
717,204,10863,2,660.06,1320.12
718,205,3767,3,1467.35,4402.049999999999
719,205,4021,1,22.17,22.17
720,205,9182,1,1822.17,1822.17
721,205,12331,3,1979.52,5938.5599999999995
722,206,5068,2,1081.27,2162.54
723,206,16851,3,1254.67,3764.01
724,207,9326,3,1994.72,5984.16
725,207,13957,1,714.54,714.54
726,207,6232,1,1312.79,1312.79
727,207,10017,1,701.0,701.0
728,208,19870,2,236.68,473.36
729,208,13758,3,1423.8,4271.4
730,208,8304,2,741.76,1483.52
731,208,5048,1,1197.78,1197.78
732,208,11333,1,35.25,35.25
733,209,1265,2,570.59,1141.18
734,209,9330,1,343.6,343.6
735,209,7661,2,113.71,227.42
736,210,869,3,1411.74,4235.22
737,210,14718,3,472.36,1417.08
738,210,12327,3,499.97,1499.91
739,210,11842,1,1795.69,1795.69
740,210,4003,2,1521.05,3042.1
741,211,14284,3,1402.54,4207.62
742,211,15433,2,1657.5,3315.0
743,212,13492,3,123.01,369.03000000000003
744,212,8714,2,376.68,753.36
745,212,15211,1,266.73,266.73
746,212,875,3,1685.98,5057.9400000000005
747,213,8198,2,391.4,782.8
748,213,6921,3,268.4,805.1999999999999
749,213,9152,3,760.25,2280.75
750,213,192,2,1199.59,2399.18
751,214,9848,3,359.77,1079.31
752,214,15101,3,1030.59,3091.7699999999995
753,214,10940,1,37.82,37.82
754,214,5049,3,382.76,1148.28
755,215,17681,2,543.47,1086.94
