product_id,product_name,category_id,brand,price,updated_at
81,Michelin During,8,Michelin,1886.38,2025-09-11 17:59:19
82,Hasbro Use,7,Hasbro,1262.42,2025-09-11 17:59:25
83,Bic Several,12,Bic,913.87,2025-09-11 17:59:38
84,Michelin Someone,8,Michelin,1278.12,2025-09-11 17:59:39
85,Royal Canin Sit,10,Royal Canin,605.15,2025-09-11 17:58:59
86,Mattel Sea,7,Mattel,1949.35,2025-09-11 17:59:32
87,Puma Stay,3,Puma,1131.93,2025-09-11 17:59:16
88,HP Treat,1,HP,1857.05,2025-09-11 17:59:52
89,Black+Decker Draw,13,Black+Decker,1128.82,2025-09-11 17:59:32
90,Yamaha Happen,11,Yamaha,710.9,2025-09-11 17:59:09
91,Yonex Tax,5,Yonex,1678.74,2025-09-11 17:59:49
92,Maybelline He,6,Maybelline,1853.28,2025-09-11 17:59:23
93,Black+Decker Not,13,Black+Decker,1174.22,2025-09-11 17:59:13
94,Heinz Both,9,Heinz,1596.97,2025-09-11 17:59:00
95,Goodyear Relate,8,Goodyear,673.89,2025-09-11 17:59:03
96,Tefal Happy,4,Tefal,1187.99,2025-09-11 17:59:28
97,Spalding Step,5,Spalding,197.25,2025-09-11 17:59:00
98,H&M Senior,3,H&M,567.87,2025-09-11 17:59:36
99,Random House Line,2,Random House,675.47,2025-09-11 17:59:35
100,Castrol Call,8,Castrol,125.42,2025-09-11 17:59:51
101,Tefal Which,4,Tefal,826.52,2025-09-11 17:59:46
102,Castrol We,8,Castrol,313.92,2025-09-11 17:59:23
103,Fender Six,11,Fender,831.68,2025-09-11 17:59:09
104,Bosch Staff,8,Bosch,71.18,2025-09-11 17:59:18
105,Penguin Teach,2,Penguin,1609.82,2025-09-11 17:59:53
106,Fender Production,11,Fender,702.53,2025-09-11 17:59:28
107,Wilson Investment,5,Wilson,1232.93,2025-09-11 17:59:31
108,Gardena Final,13,Gardena,1501.06,2025-09-11 17:59:34
109,Yamaha Kid,11,Yamaha,963.44,2025-09-11 17:59:28
110,Yamaha Simple,11,Yamaha,1936.2,2025-09-11 17:59:02
111,Roland Mean,11,Roland,637.24,2025-09-11 17:59:06
112,Fisher-Price Few,7,Fisher-Price,1712.68,2025-09-11 17:59:21
113,Mobil Every,8,Mobil,367.65,2025-09-11 17:59:02
114,Lego Anyone,7,Lego,843.89,2025-09-11 17:59:14
115,Random House Should,2,Random House,111.77,2025-09-11 17:59:21
116,Black+Decker Describe,13,Black+Decker,1371.78,2025-09-11 17:59:43
117,Dell Parent,1,Dell,468.81,2025-09-11 17:59:47
118,Simon & Schuster Send,2,Simon & Schuster,1849.7,2025-09-11 17:59:38
119,Apple Indicate,1,Apple,1817.18,2025-09-11 17:59:00
120,Fisher-Price Authority,7,Fisher-Price,168.74,2025-09-11 17:59:25
121,Nike Conference,5,Nike,1376.62,2025-09-11 17:59:26
122,Black+Decker Describe,13,Black+Decker,1484.58,2025-09-11 17:59:09
123,O'Reilly Then,2,O'Reilly,381.95,2025-09-11 17:59:25
124,Kellogg's Any,9,Kellogg's,433.47,2025-09-11 17:59:55
125,Sephora Hundred,6,Sephora,611.87,2025-09-11 17:59:06
126,Random House Win,2,Random House,1823.32,2025-09-11 17:59:28
127,Nivea Collection,6,Nivea,1388.54,2025-09-11 17:59:25
128,John Deere Visit,13,John Deere,1796.85,2025-09-11 17:59:53
129,Panasonic Third,4,Panasonic,327.77,2025-09-11 17:59:52
130,Casio State,11,Casio,278.7,2025-09-11 17:59:35
131,Nerf View,7,Nerf,561.53,2025-09-11 17:59:43
132,Dell To,1,Dell,1372.16,2025-09-11 17:59:09
133,Nestle Prevent,9,Nestle,1019.18,2025-09-11 17:59:32
134,O'Reilly Outside,2,O'Reilly,807.88,2025-09-11 17:59:23
135,Kellogg's Right,9,Kellogg's,622.36,2025-09-11 17:59:33
136,Fender Pressure,11,Fender,1883.49,2025-09-11 17:59:16
137,Kellogg's Small,9,Kellogg's,594.37,2025-09-11 17:59:38
138,Decathlon Process,5,Decathlon,738.66,2025-09-11 17:59:48
139,Castrol Analysis,8,Castrol,212.92,2025-09-11 17:59:24
140,Dell Response,1,Dell,1755.71,2025-09-11 17:59:50
141,Decathlon Station,5,Decathlon,700.0,2025-09-11 17:59:04
142,Royal Canin President,10,Royal Canin,1472.9,2025-09-11 17:59:01
143,Kellogg's Half,9,Kellogg's,394.16,2025-09-11 17:59:08
144,Castrol Even,8,Castrol,1924.91,2025-09-11 17:59:38
145,Dyson Behavior,4,Dyson,1780.32,2025-09-11 17:59:34
146,Logitech His,1,Logitech,1545.5,2025-09-11 17:59:36
147,PepsiCo Baby,9,PepsiCo,1876.62,2025-09-11 17:59:13
148,Panasonic Smile,4,Panasonic,1428.75,2025-09-11 17:59:30
149,Bosch Speak,8,Bosch,409.36,2025-09-11 17:59:22
150,Nike Take,5,Nike,380.1,2025-09-11 17:59:27
151,Apple Attack,1,Apple,8.46,2025-09-11 17:59:19
152,3M Nice,12,3M,476.89,2025-09-11 17:59:33
153,H&M Car,3,H&M,991.74,2025-09-11 17:59:30
154,Adidas Smile,5,Adidas,706.92,2025-09-11 17:59:29
155,Fender Girl,11,Fender,1657.24,2025-09-11 17:59:43
156,Staples Apply,12,Staples,1090.26,2025-09-11 17:59:08
157,Penguin Sport,2,Penguin,512.03,2025-09-11 17:59:48
158,Tefal Find,4,Tefal,961.64,2025-09-11 17:59:02
159,Husqvarna Agency,13,Husqvarna,620.37,2025-09-11 17:59:51
160,Samsung Speak,1,Samsung,230.75,2025-09-11 17:59:21
161,Hasbro Seven,7,Hasbro,887.02,2025-09-11 17:59:30
162,Nivea New,6,Nivea,286.79,2025-09-11 17:59:31
163,John Deere Career,13,John Deere,1365.6,2025-09-11 17:59:04
164,Michelin Return,8,Michelin,104.39,2025-09-11 17:59:15
165,Mattel Wish,7,Mattel,227.43,2025-09-11 17:59:36
166,Tefal That,4,Tefal,426.54,2025-09-11 17:59:13
167,Hill's Dream,10,Hill's,1851.0,2025-09-11 17:59:02
168,Casio Different,11,Casio,735.96,2025-09-11 17:59:06
169,Yonex Item,5,Yonex,1323.34,2025-09-11 17:59:35
170,Goodyear Boy,8,Goodyear,462.77,2025-09-11 17:59:06
171,Random House Become,2,Random House,814.28,2025-09-11 17:59:55
172,Yonex A,5,Yonex,1113.97,2025-09-11 17:59:39
173,Loreal Century,6,Loreal,1703.6,2025-09-11 17:59:19
174,Logitech Forget,1,Logitech,139.98,2025-09-11 17:59:11
175,Gardena Election,13,Gardena,1414.5,2025-09-11 17:59:49
176,Puma Against,3,Puma,317.51,2025-09-11 17:59:24
177,Staples Different,12,Staples,892.5,2025-09-11 17:59:37
178,Purina Institution,10,Purina,541.83,2025-09-11 17:59:02
179,Tefal Country,4,Tefal,206.02,2025-09-11 17:59:30
180,Casio Mention,11,Casio,1564.04,2025-09-11 17:59:27
181,Wilson Official,5,Wilson,1621.39,2025-09-11 17:59:19
182,Fender Final,11,Fender,1490.11,2025-09-11 17:59:32
183,Casio Foreign,11,Casio,908.16,2025-09-11 17:59:33
184,Asus From,1,Asus,1215.05,2025-09-11 17:58:57
185,Tefal Themselves,4,Tefal,467.36,2025-09-11 17:59:02
186,Mobil Often,8,Mobil,955.62,2025-09-11 17:59:00
187,Tefal Officer,4,Tefal,150.26,2025-09-11 17:59:41
188,Macmillan Lose,2,Macmillan,1178.58,2025-09-11 17:59:39
189,Nerf Can,7,Nerf,1919.61,2025-09-11 17:58:57
190,Hill's Community,10,Hill's,1461.24,2025-09-11 17:59:41
191,Heinz Ready,9,Heinz,417.43,2025-09-11 17:59:56
192,Nestle We,9,Nestle,1199.59,2025-09-11 17:59:08
193,John Deere Ball,13,John Deere,31.74,2025-09-11 17:59:44
194,Yamaha Owner,11,Yamaha,935.81,2025-09-11 17:59:07
195,Faber-Castell Move,12,Faber-Castell,1297.91,2025-09-11 17:59:45
196,Black+Decker Subject,13,Black+Decker,705.24,2025-09-11 17:59:15
197,O'Reilly Body,2,O'Reilly,1022.57,2025-09-11 17:59:30
198,Wilson Drop,5,Wilson,101.93,2025-09-11 17:58:59
199,Philips Job,4,Philips,1919.42,2025-09-11 17:59:45
200,PepsiCo Evening,9,PepsiCo,581.63,2025-09-11 17:59:14
201,Bosch Worker,8,Bosch,1217.63,2025-09-11 17:59:32
202,Gardena True,13,Gardena,770.47,2025-09-11 17:59:05
203,Casio Interesting,11,Casio,1023.08,2025-09-11 17:59:51
204,Gardena Source,13,Gardena,616.06,2025-09-11 17:59:30
205,Faber-Castell Executive,12,Faber-Castell,1886.76,2025-09-11 17:58:59
206,Adidas Next,3,Adidas,1750.36,2025-09-11 17:58:59
207,H&M Actually,3,H&M,1469.87,2025-09-11 17:59:36
208,Heinz Property,9,Heinz,1265.45,2025-09-11 17:59:54
209,Michelin Language,8,Michelin,1514.48,2025-09-11 17:59:44
210,Purina Bar,10,Purina,417.24,2025-09-11 17:59:12
211,Bosch Thought,8,Bosch,329.0,2025-09-11 17:58:59
212,Apple Service,1,Apple,877.24,2025-09-11 17:59:54
213,John Deere Role,13,John Deere,1098.69,2025-09-11 17:59:14
214,Faber-Castell Teach,12,Faber-Castell,1886.08,2025-09-11 17:59:26
215,Under Armour Industry,3,Under Armour,455.28,2025-09-11 17:59:35
216,Wilson Mrs,5,Wilson,733.8,2025-09-11 17:59:09
217,Loreal Share,6,Loreal,1846.61,2025-09-11 17:59:02
218,Dyson Sing,4,Dyson,1063.9,2025-09-11 17:59:49
219,Dell Memory,1,Dell,1995.58,2025-09-11 17:59:43
220,Lego And,7,Lego,1748.87,2025-09-11 17:59:34
221,Nivea Nearly,6,Nivea,705.71,2025-09-11 17:59:19
222,O'Reilly Who,2,O'Reilly,1861.43,2025-09-11 17:59:08
223,Yonex Land,5,Yonex,1902.93,2025-09-11 17:58:59
224,HarperCollins Night,2,HarperCollins,1875.12,2025-09-11 17:59:11
225,Nivea Office,6,Nivea,346.49,2025-09-11 17:59:08
226,Hill's See,10,Hill's,1914.76,2025-09-11 17:59:08
227,Decathlon Quality,5,Decathlon,1234.73,2025-09-11 17:59:51
228,PepsiCo Large,9,PepsiCo,1558.21,2025-09-11 17:59:01
229,HP Outside,1,HP,299.23,2025-09-11 17:59:41
230,H&M Apply,3,H&M,1209.81,2025-09-11 17:59:09
231,Penguin Man,2,Penguin,1711.32,2025-09-11 17:59:45
232,Decathlon Several,5,Decathlon,1622.94,2025-09-11 17:59:42
233,Heinz Quality,9,Heinz,184.93,2025-09-11 17:59:03
234,Royal Canin Real,10,Royal Canin,728.32,2025-09-11 17:59:43
235,Black+Decker Full,13,Black+Decker,1341.17,2025-09-11 17:59:33
236,Faber-Castell Cut,12,Faber-Castell,1176.28,2025-09-11 17:59:01
237,Yamaha Do,11,Yamaha,1176.92,2025-09-11 17:59:42
238,Nerf Buy,7,Nerf,92.57,2025-09-11 17:59:04
239,Staples Trip,12,Staples,1992.77,2025-09-11 17:59:06
240,Nike Good,5,Nike,1177.28,2025-09-11 17:59:04
241,PepsiCo Total,9,PepsiCo,1412.33,2025-09-11 17:59:13
242,Fisher-Price Team,7,Fisher-Price,1279.78,2025-09-11 17:59:20
243,Heinz Treatment,9,Heinz,487.3,2025-09-11 17:59:08
244,Goodyear Major,8,Goodyear,1675.57,2025-09-11 17:59:09
245,Clinique Health,6,Clinique,386.81,2025-09-11 17:59:35
246,Estee Lauder Debate,6,Estee Lauder,1279.91,2025-09-11 17:58:58
247,Maybelline Agency,6,Maybelline,163.61,2025-09-11 17:59:19
248,Ikea Relate,4,Ikea,464.36,2025-09-11 17:59:30
249,Spalding Top,5,Spalding,301.08,2025-09-11 17:59:51
250,Lenovo History,1,Lenovo,856.75,2025-09-11 17:59:24
251,Staples Use,12,Staples,1148.5,2025-09-11 17:59:35
252,Asus Tax,1,Asus,133.38,2025-09-11 17:59:00
253,KitchenAid Bank,4,KitchenAid,1057.89,2025-09-11 17:59:56
254,Nestle Argue,9,Nestle,1569.12,2025-09-11 17:59:22
255,Staples Each,12,Staples,415.05,2025-09-11 17:59:39
256,Nivea After,6,Nivea,673.62,2025-09-11 17:59:49
257,Black+Decker Receive,13,Black+Decker,140.05,2025-09-11 17:59:10
258,Mobil Admit,8,Mobil,618.24,2025-09-11 17:59:48
259,Clinique Receive,6,Clinique,454.52,2025-09-11 17:59:21
260,Puma So,3,Puma,1501.1,2025-09-11 17:59:53
261,Black+Decker Change,13,Black+Decker,237.43,2025-09-11 17:59:13
262,Nivea Education,6,Nivea,1950.0,2025-09-11 17:58:58
263,Hasbro Identify,7,Hasbro,58.56,2025-09-11 17:59:14
264,H&M Money,3,H&M,168.71,2025-09-11 17:59:48
265,HP Feel,1,HP,192.95,2025-09-11 17:59:02
266,Wilson Still,5,Wilson,612.42,2025-09-11 17:59:41
267,Adidas Pretty,3,Adidas,1881.39,2025-09-11 17:59:34
268,Hill's Wear,10,Hill's,1410.67,2025-09-11 17:59:00
269,Bic Blood,12,Bic,1619.98,2025-09-11 17:59:32
270,Michelin Situation,8,Michelin,90.22,2025-09-11 17:59:01
271,Pilot Attorney,12,Pilot,690.51,2025-09-11 17:59:51
272,Macmillan Believe,2,Macmillan,203.97,2025-09-11 17:59:29
273,Faber-Castell Administration,12,Faber-Castell,36.5,2025-09-11 17:59:12
274,Bosch Trade,8,Bosch,790.79,2025-09-11 17:59:44
275,Mattel Toward,7,Mattel,641.05,2025-09-11 17:59:31
276,Nestle Summer,9,Nestle,1161.54,2025-09-11 17:59:17
277,Michelin Industry,8,Michelin,347.15,2025-09-11 17:59:42
278,HP Represent,1,HP,1796.65,2025-09-11 17:59:32
279,Loreal Commercial,6,Loreal,858.31,2025-09-11 17:59:09
280,Zara Leave,3,Zara,916.12,2025-09-11 17:59:29
281,Mobil Concern,8,Mobil,28.31,2025-09-11 17:59:06
282,Clinique Move,6,Clinique,1696.3,2025-09-11 17:59:33
283,Samsung Walk,1,Samsung,590.24,2025-09-11 17:59:38
284,Bosch Everyone,8,Bosch,405.24,2025-09-11 17:59:42
285,Fisher-Price Always,7,Fisher-Price,158.8,2025-09-11 17:59:23
286,Bosch Represent,8,Bosch,1304.16,2025-09-11 17:59:17
287,Nestle Thank,9,Nestle,560.8,2025-09-11 17:59:00
288,Ikea Admit,4,Ikea,1005.59,2025-09-11 17:59:35
289,Faber-Castell Still,12,Faber-Castell,1053.78,2025-09-11 17:59:00
290,Puma Either,3,Puma,1491.96,2025-09-11 17:59:23
291,Logitech Hair,1,Logitech,650.25,2025-09-11 17:59:32
292,Nike Man,3,Nike,954.73,2025-09-11 17:59:00
293,Fender Cost,11,Fender,1884.36,2025-09-11 17:59:18
294,Michelin Why,8,Michelin,218.09,2025-09-11 17:59:25
295,Apple Its,1,Apple,1046.43,2025-09-11 17:59:33
296,John Deere Society,13,John Deere,1798.74,2025-09-11 17:59:55
297,Nestle Accept,9,Nestle,1296.92,2025-09-11 17:59:53
298,Purina Fine,10,Purina,234.77,2025-09-11 17:59:12
299,Husqvarna Official,13,Husqvarna,712.49,2025-09-11 17:59:19
300,Hasbro Want,7,Hasbro,871.75,2025-09-11 17:59:24
301,Staples Hear,12,Staples,484.85,2025-09-11 17:59:11
302,3M Site,12,3M,1403.26,2025-09-11 17:58:59
303,Apple These,1,Apple,171.09,2025-09-11 17:59:32
304,Goodyear Deal,8,Goodyear,665.97,2025-09-11 17:59:50
305,Fisher-Price Prevent,7,Fisher-Price,143.31,2025-09-11 17:59:25
306,Tefal Television,4,Tefal,163.64,2025-09-11 17:59:48
307,Pedigree Image,10,Pedigree,31.68,2025-09-11 17:59:28
308,Fisher-Price Mean,7,Fisher-Price,1376.26,2025-09-11 17:59:28
309,Roland High,11,Roland,1019.35,2025-09-11 17:59:57
310,Loreal Have,6,Loreal,1516.26,2025-09-11 17:59:09
311,Puma Call,3,Puma,226.47,2025-09-11 17:59:55
312,O'Reilly Full,2,O'Reilly,1569.43,2025-09-11 17:59:52
313,Michelin Short,8,Michelin,481.47,2025-09-11 17:59:16
314,Simon & Schuster It,2,Simon & Schuster,1946.53,2025-09-11 17:59:09
315,Yonex Feeling,5,Yonex,1087.52,2025-09-11 17:59:46
316,Uniqlo Cultural,3,Uniqlo,228.84,2025-09-11 17:59:12
317,Bic Design,12,Bic,266.71,2025-09-11 17:59:04
318,Panasonic Join,4,Panasonic,863.18,2025-09-11 17:59:57
319,Nike Against,5,Nike,1654.42,2025-09-11 17:59:41
320,Yonex Medical,5,Yonex,63.73,2025-09-11 17:59:16
321,Castrol Stock,8,Castrol,944.35,2025-09-11 17:59:53
322,H&M Him,3,H&M,975.12,2025-09-11 17:59:54
323,Asus Several,1,Asus,35.19,2025-09-11 17:59:56
324,Castrol Population,8,Castrol,1356.48,2025-09-11 17:59:12
325,Goodyear Bad,8,Goodyear,195.35,2025-09-11 17:59:08
326,Husqvarna Tend,13,Husqvarna,1064.03,2025-09-11 17:59:42
327,Royal Canin Method,10,Royal Canin,1231.31,2025-09-11 17:59:46
328,Tefal Race,4,Tefal,523.48,2025-09-11 17:59:37
329,Nerf This,7,Nerf,1921.9,2025-09-11 17:59:48
330,Nivea Business,6,Nivea,291.08,2025-09-11 17:59:37
331,Dell Return,1,Dell,1381.77,2025-09-11 17:59:36
332,Michelin Sound,8,Michelin,1810.27,2025-09-11 17:59:12
333,Staples Draw,12,Staples,1725.87,2025-09-11 17:59:26
334,Yamaha Report,11,Yamaha,1447.28,2025-09-11 17:59:41
335,Michelin Voice,8,Michelin,1842.18,2025-09-11 17:59:13
336,Pedigree And,10,Pedigree,519.25,2025-09-11 17:59:05
337,Pilot Stage,12,Pilot,1106.85,2025-09-11 17:59:11
338,Casio Upon,11,Casio,306.32,2025-09-11 17:59:40
339,Mobil Speak,8,Mobil,1460.3,2025-09-11 17:59:18
340,Dyson Space,4,Dyson,1966.48,2025-09-11 17:59:06
341,Philips Above,4,Philips,401.09,2025-09-11 17:59:31
342,Husqvarna Develop,13,Husqvarna,289.03,2025-09-11 17:59:03
343,Uniqlo Today,3,Uniqlo,1699.53,2025-09-11 17:59:49
344,Nike Yes,5,Nike,513.46,2025-09-11 17:58:59
345,Uniqlo Develop,3,Uniqlo,636.12,2025-09-11 17:59:03
346,Nerf Dog,7,Nerf,1349.28,2025-09-11 17:59:21
347,Nike These,5,Nike,1235.49,2025-09-11 17:59:50
348,Michelin For,8,Michelin,1364.88,2025-09-11 17:59:52
349,Dell Brother,1,Dell,344.55,2025-09-11 17:59:12
350,Loreal Something,6,Loreal,391.84,2025-09-11 17:59:39
351,Hasbro Nothing,7,Hasbro,388.59,2025-09-11 17:59:29
352,Pedigree Event,10,Pedigree,599.82,2025-09-11 17:59:45
353,Roland Summer,11,Roland,1380.7,2025-09-11 17:59:22
354,Macmillan Culture,2,Macmillan,1384.29,2025-09-11 17:59:53
355,Nestle Question,9,Nestle,1301.62,2025-09-11 17:59:40
356,Castrol Yet,8,Castrol,835.41,2025-09-11 17:59:36
357,Adidas Near,5,Adidas,394.74,2025-09-11 17:59:32
358,Samsung Per,1,Samsung,1442.7,2025-09-11 17:59:24
359,Tefal Church,4,Tefal,1693.17,2025-09-11 17:59:47
360,Kellogg's Family,9,Kellogg's,1198.35,2025-09-11 17:59:18
361,Faber-Castell Evening,12,Faber-Castell,757.27,2025-09-11 17:59:17
362,Asus Between,1,Asus,632.4,2025-09-11 17:59:00
363,Royal Canin Public,10,Royal Canin,1061.03,2025-09-11 17:59:46
364,H&M Receive,3,H&M,166.3,2025-09-11 17:59:22
365,Royal Canin Space,10,Royal Canin,1043.71,2025-09-11 17:59:17
366,Nerf Training,7,Nerf,13.72,2025-09-11 17:59:24
367,Apple Year,1,Apple,571.59,2025-09-11 17:59:33
368,Gibson Meeting,11,Gibson,1290.32,2025-09-11 17:58:57
369,Simon & Schuster Drop,2,Simon & Schuster,1258.65,2025-09-11 17:59:07
370,Panasonic Note,4,Panasonic,147.31,2025-09-11 17:59:49
371,Fender Do,11,Fender,758.98,2025-09-11 17:59:28
372,Panasonic Central,4,Panasonic,1196.74,2025-09-11 17:59:11
373,Castrol Southern,8,Castrol,577.64,2025-09-11 17:59:39
374,Royal Canin Back,10,Royal Canin,1913.97,2025-09-11 17:59:05
375,Castrol Seem,8,Castrol,226.03,2025-09-11 17:59:33
376,Mobil Window,8,Mobil,1256.69,2025-09-11 17:59:48
377,Ikea However,4,Ikea,1138.99,2025-09-11 17:59:26
378,Sony Base,1,Sony,1655.05,2025-09-11 17:59:42
379,Faber-Castell Including,12,Faber-Castell,1345.68,2025-09-11 17:59:02
380,Tefal Hit,4,Tefal,1022.93,2025-09-11 17:59:07
381,Logitech Will,1,Logitech,68.62,2025-09-11 17:59:56
382,Faber-Castell Recently,12,Faber-Castell,1020.24,2025-09-11 17:59:15
383,Pilot Report,12,Pilot,1393.14,2025-09-11 17:59:14
384,Under Armour Focus,3,Under Armour,1756.93,2025-09-11 17:59:14
385,Goodyear Concern,8,Goodyear,1275.61,2025-09-11 17:59:31
386,Estee Lauder Ever,6,Estee Lauder,1585.52,2025-09-11 17:59:31
387,Loreal Already,6,Loreal,596.8,2025-09-11 17:59:03
388,Wilson Degree,5,Wilson,1261.49,2025-09-11 17:59:32
389,Under Armour Can,3,Under Armour,975.23,2025-09-11 17:59:27
390,Puma Bad,3,Puma,44.14,2025-09-11 17:59:29
391,Adidas Air,3,Adidas,385.98,2025-09-11 17:59:52
392,Yamaha Particular,11,Yamaha,192.81,2025-09-11 17:59:47
393,Pilot Heart,12,Pilot,419.72,2025-09-11 17:59:14
394,Nerf Mrs,7,Nerf,949.19,2025-09-11 17:59:08
395,H&M Edge,3,H&M,573.31,2025-09-11 17:59:31
396,Bic Before,12,Bic,1230.41,2025-09-11 17:59:29
397,Nestle Ball,9,Nestle,1048.37,2025-09-11 17:59:13
398,Uniqlo Popular,3,Uniqlo,683.33,2025-09-11 17:59:10
399,Yonex Financial,5,Yonex,37.97,2025-09-11 17:59:40
400,Sony Way,1,Sony,1545.17,2025-09-11 17:59:38
401,Penguin Anything,2,Penguin,1692.13,2025-09-11 17:59:35
402,Adidas Market,3,Adidas,661.16,2025-09-11 17:59:46
403,Zara Statement,3,Zara,1048.4,2025-09-11 17:59:32
