order_id,user_id,total_price,order_date
220,4279,4904.64,2024-03-31 13:31:33
221,1179,3713.65,2024-03-07 17:48:07
222,5715,7378.46,2024-03-15 04:37:34
223,9390,9013.8,2020-12-30 17:15:00
224,1371,6335.55,2023-10-29 20:59:41
225,5960,3434.74,2020-12-24 17:43:04
226,8611,7552.05,2025-08-13 09:23:17
227,5464,8809.85,2020-11-17 06:20:24
228,2317,4411.24,2023-05-16 04:16:02
229,2654,2728.05,2025-01-03 18:20:10
230,7010,6509.81,2023-03-19 21:36:37
231,2877,3751.24,2021-10-12 12:03:01
232,7464,8921.31,2024-08-17 07:58:36
233,5297,7384.66,2024-06-16 15:10:00
234,5371,10609.03,2025-08-19 23:49:09
235,402,9028.04,2025-08-14 06:52:40
236,605,5427.12,2022-11-30 08:52:37
237,819,6126.74,2024-09-07 03:51:11
238,2820,10418.86,2025-08-23 13:35:05
239,6338,10596.89,2023-11-01 11:54:31
240,5622,5867.26,2021-11-29 23:11:49
241,2387,8336.26,2025-03-20 04:25:32
242,887,3102.96,2022-04-15 18:19:55
243,173,6376.94,2020-12-11 21:04:19
244,2116,5561.78,2024-06-13 05:29:54
245,1338,11778.24,2021-03-23 18:11:24
246,7432,4447.38,2024-06-19 09:24:18
247,617,10785.15,2023-10-06 05:22:55
248,7212,4747.59,2024-12-18 03:57:39
249,2645,19095.79,2025-08-13 02:49:18
250,4561,5244.78,2023-08-15 19:47:26
251,2681,6317.62,2025-04-12 18:27:33
252,4523,12278.71,2025-01-26 08:08:22
253,4972,5901.56,2023-04-14 00:30:54
254,9449,1787.58,2025-06-29 11:31:01
255,3961,7612.24,2023-06-01 10:01:12
256,9159,3025.85,2024-06-07 08:09:44
257,9778,12548.69,2023-12-02 08:18:33
258,4887,6994.48,2021-12-14 14:56:46
259,4638,7545.84,2020-10-04 09:48:59
260,5362,4989.19,2024-02-17 00:05:18
261,3979,12806.23,2021-08-28 00:07:23
262,9100,7976.41,2023-09-19 01:50:11
263,4601,10486.95,2024-09-30 19:09:18
264,3426,12964.4,2021-04-29 01:10:50
265,4020,11316.48,2025-08-14 06:36:27
266,8962,14499.62,2023-08-22 10:54:12
267,7511,9715.78,2022-07-20 16:35:50
268,3537,11565.81,2025-06-01 11:51:53
269,4846,11811.83,2022-07-20 02:50:34
270,6546,8034.21,2024-03-05 05:43:39
271,8692,7173.07,2022-10-06 17:32:36
272,4916,2257.02,2024-01-01 07:18:29
273,5956,7799.72,2020-12-20 08:03:35
274,5429,5197.25,2024-04-14 15:35:59
275,6766,12347.81,2025-03-23 17:18:33
276,1206,2357.7,2023-02-17 13:21:26
277,8443,7796.29,2023-11-01 09:52:50
278,846,7306.53,2020-11-13 13:48:30
279,801,10636.14,2023-09-12 19:52:35
280,6568,3152.59,2024-05-06 00:50:58
281,8239,4882.19,2024-04-27 01:08:15
282,3014,2719.61,2024-05-16 06:05:16
283,3632,1079.83,2021-04-10 08:24:00
284,8512,9320.57,2024-03-30 13:18:53
285,7693,3835.0,2023-05-15 07:07:35
286,4189,2068.7,2022-02-22 10:50:09
287,2864,4034.37,2025-01-03 12:34:55
288,5185,2164.15,2023-12-05 23:47:18
289,2987,1335.35,2023-05-13 04:31:56
290,3205,1573.56,2021-06-05 03:11:09
291,4533,12639.57,2025-01-07 09:28:01
292,2378,1005.1,2023-05-08 21:01:15
293,2657,6165.72,2025-05-10 15:05:51
294,8450,8854.36,2021-05-27 06:38:54
295,5712,1867.87,2025-05-02 21:40:36
296,2259,5999.02,2021-08-06 13:27:00
297,4826,12828.32,2022-05-31 18:15:50
298,7243,2441.26,2025-09-08 23:22:09
299,6068,891.3,2022-11-15 09:44:31
300,4944,1903.02,2023-02-10 23:32:56
301,6260,3118.95,2025-08-01 02:41:51
302,5327,2165.46,2022-09-10 17:20:08
303,2776,6719.54,2022-04-16 16:20:26
304,4071,3374.33,2025-04-10 10:18:03
305,4695,1961.44,2021-03-31 11:57:36
306,4772,3593.6,2023-10-07 10:26:41
307,3112,9658.53,2021-08-01 01:59:00
308,8333,9234.12,2023-05-17 10:48:32
309,7030,10724.13,2024-12-02 00:11:56
310,5943,4159.3,2024-06-28 07:17:02
311,5791,1859.23,2024-06-27 03:39:46
312,6350,2612.73,2022-05-19 12:22:20
313,9776,2794.57,2021-08-06 22:10:37
314,6195,9460.99,2020-09-16 22:28:01
315,2094,6708.49,2025-01-01 04:10:03
316,7664,9452.72,2024-05-27 20:15:27
317,1603,12258.39,2023-01-11 19:12:15
318,3422,6093.82,2020-11-10 05:07:06
319,4420,2477.69,2023-05-08 08:08:27
320,6932,1655.57,2021-03-29 21:00:57
321,5609,6273.41,2025-02-17 17:04:27
322,123,16402.89,2024-05-14 04:44:56
323,2503,4216.02,2022-11-16 03:47:46
324,8538,5712.31,2023-03-16 15:26:05
325,490,4162.75,2022-10-20 23:29:27
326,5109,6582.91,2025-02-14 07:34:05
327,4969,1682.76,2023-08-06 23:51:40
328,9477,4736.73,2022-07-24 15:12:35
329,4745,11980.05,2023-06-21 23:18:11
330,3394,12378.82,2023-06-25 08:14:31
331,6950,7358.21,2024-09-27 05:43:46
332,3154,9670.47,2021-06-05 20:36:09
333,1060,6979.21,2022-08-25 23:26:53
334,4563,8785.14,2024-09-06 01:41:58
335,762,8814.86,2021-03-10 08:07:32
336,9469,3349.31,2021-04-16 12:21:16
337,7642,5141.5,2022-01-24 11:54:46
338,9520,6949.54,2025-07-11 18:56:12
339,6653,5584.91,2024-01-31 12:41:48
340,9935,7257.96,2025-07-27 13:06:49
341,4807,4854.51,2024-04-05 03:15:48
342,5898,10152.61,2023-11-16 00:41:09
343,3499,3514.82,2021-09-04 12:09:29
344,1124,10250.13,2022-04-06 00:25:09
345,3545,12496.1,2024-09-19 05:47:07
346,2626,4930.82,2022-10-26 14:09:41
347,8165,12023.52,2024-12-06 19:01:47
348,6868,3995.79,2024-12-26 22:14:58
349,6825,5344.26,2023-10-24 19:26:56
350,2043,8677.09,2025-08-25 10:07:02
351,5842,4758.41,2025-08-18 09:39:26
352,5491,7123.09,2022-09-09 20:02:28
353,5775,9277.43,2023-05-19 11:49:14
354,11,4476.97,2024-10-24 12:58:56
355,4280,2848.86,2021-07-08 12:21:37
356,3351,7122.69,2023-11-21 01:37:21
357,7638,8131.68,2025-04-16 07:32:04
358,6468,2976.04,2025-01-23 07:01:01
359,593,15210.69,2022-12-14 19:06:15
360,4713,5251.6,2024-08-28 07:47:01
361,6771,8956.91,2023-06-08 21:35:08
362,1412,5770.4,2022-10-26 15:14:20
363,7776,6711.49,2020-09-19 17:16:43
364,1300,7576.08,2024-12-31 07:55:04
365,3151,14228.06,2023-05-05 08:13:02
366,6669,7458.67,2022-05-11 15:03:50
367,5257,5125.03,2022-09-15 15:05:09
368,6500,6790.33,2021-05-07 20:10:31
369,670,7923.93,2021-02-11 00:38:12
370,6815,4201.38,2023-01-29 17:38:21
371,5487,2996.92,2022-08-15 00:44:03
372,6713,3940.08,2021-01-25 03:14:44
373,6184,5015.39,2024-08-14 03:24:58
374,3902,11531.28,2022-12-19 07:56:23
375,7593,9986.79,2024-03-29 04:27:43
376,7838,2482.18,2024-02-25 19:04:28
377,2126,8209.94,2022-08-22 09:22:51
378,8780,9687.85,2023-02-17 12:41:06
379,8805,3592.21,2024-04-03 03:28:50
380,8451,12576.39,2021-03-27 15:46:05
381,3734,3557.21,2021-07-11 00:46:57
382,7781,9961.06,2024-01-01 03:45:21
383,8917,3728.75,2021-08-18 04:54:37
384,4219,8063.66,2024-03-12 09:34:18
385,5646,9543.24,2022-09-07 13:05:48
386,1171,2262.22,2025-02-08 21:01:02
387,2191,6010.36,2025-01-26 17:48:22
388,5032,2346.64,2024-01-17 18:24:14
389,7745,5481.95,2022-09-05 19:23:52
390,4654,3955.1,2021-08-18 13:28:36
391,2027,4028.56,2021-11-22 07:16:40
392,2947,5231.63,2024-12-11 04:17:26
393,803,18069.62,2023-05-28 12:23:38
394,3399,3011.83,2024-12-02 18:14:26
395,1721,1500.18,2023-05-10 05:01:26
396,4956,8260.07,2021-11-09 01:47:06
397,2087,2478.55,2025-05-08 09:34:47
398,4586,12253.48,2021-04-23 20:54:22
399,8568,6446.42,2021-07-31 03:43:44
400,8616,12724.84,2022-02-20 05:16:49
401,6065,3143.31,2022-10-24 11:56:08
402,4542,8522.41,2021-12-22 15:13:11
403,1795,2368.59,2022-03-19 01:07:32
404,2365,3288.68,2023-11-27 09:30:53
405,2698,4715.92,2023-08-26 13:57:32
406,8505,8680.64,2021-04-23 15:57:28
407,1454,5159.75,2025-01-29 21:37:25
408,3491,5673.43,2024-11-18 04:53:25
409,367,3171.98,2023-05-03 21:41:37
410,7772,11939.88,2024-02-03 00:25:23
411,2371,9796.69,2023-09-14 12:54:24
412,5596,4862.47,2023-07-15 05:14:27
413,460,4787.61,2025-06-14 12:42:10
414,1126,12308.01,2022-09-14 16:55:28
415,2985,8224.25,2021-06-15 10:49:43
416,621,6960.66,2022-07-14 20:24:17
417,1443,8625.75,2025-08-13 21:29:20
418,8997,349.08,2023-09-27 03:37:54
419,7551,4670.83,2022-09-09 19:26:07
420,4105,5712.01,2021-03-17 01:31:14
421,2947,7314.52,2025-07-12 03:49:53
422,4343,8929.1,2020-12-27 05:04:14
423,55,3967.15,2024-12-20 11:32:55
424,779,3991.32,2021-03-19 08:30:52
425,5043,9686.61,2023-05-28 07:46:09
426,4313,2546.9,2024-08-09 02:45:53
427,2778,5820.94,2023-04-09 16:09:33
428,197,4498.89,2024-10-19 18:40:47
429,4433,12450.45,2022-05-30 09:02:23
430,6425,11765.76,2020-11-06 06:25:04
431,1272,9092.61,2024-05-28 08:54:58
432,3285,11004.8,2023-04-20 17:48:52
433,9298,10284.01,2024-01-12 04:36:52
434,370,1968.64,2023-04-17 04:17:58
435,4235,8904.21,2023-02-24 05:57:28
436,9025,14331.72,2024-07-26 00:32:51
437,9088,5755.89,2021-01-12 13:48:06
438,6492,9954.32,2022-03-22 22:08:22
439,3299,5657.67,2021-01-29 22:45:50
440,4473,6670.11,2024-10-23 03:54:39
441,8872,14277.8,2024-04-15 05:08:33
442,5369,7123.75,2023-03-24 14:52:24
443,5124,8948.59,2024-07-05 11:43:58
444,3499,5635.66,2023-02-19 19:29:07
445,1109,10270.4,2022-08-19 02:05:41
446,5737,10901.38,2022-07-16 20:01:53
447,9167,6144.55,2021-10-07 19:45:31
448,9103,9022.27,2022-08-02 20:42:05
449,3609,9638.15,2021-12-12 21:05:35
450,5860,5096.21,2023-10-07 13:06:20
451,3155,10785.59,2023-02-22 08:11:04
452,2823,10620.68,2020-11-09 02:09:27
453,1492,3394.35,2021-04-29 11:23:57
454,8493,3930.3,2024-03-01 23:06:52
455,9188,6079.92,2023-07-24 23:51:41
456,8356,17771.17,2022-08-30 13:45:33
457,3382,5163.89,2023-05-04 19:08:37
458,4391,7031.4,2021-10-13 12:37:28
459,2751,1079.34,2021-02-02 19:21:20
460,8336,11252.88,2025-04-19 06:30:02
461,4129,2826.51,2024-03-15 20:36:44
462,9482,3056.44,2023-12-21 21:46:37
463,8235,8953.35,2025-06-26 13:42:00
464,3747,3359.02,2023-08-25 08:01:29
465,653,6663.45,2022-02-26 16:14:30
466,2335,7538.07,2022-09-17 20:46:03
467,1061,4127.01,2021-04-01 06:57:36
468,5782,3032.08,2022-04-30 05:30:00
469,5009,7016.08,2024-02-05 11:31:31
470,8561,11656.79,2023-07-28 20:21:53
471,919,1914.3,2023-08-01 17:54:17
472,3772,13820.04,2021-05-06 21:46:19
473,7843,9784.81,2022-03-01 09:48:34
474,4840,6434.7,2022-11-07 22:34:54
475,9316,2137.64,2023-10-30 17:48:03
476,4397,8246.66,2022-07-20 00:34:44
477,6993,13957.33,2021-09-03 23:01:17
478,6790,3475.6,2022-03-28 12:16:55
479,7726,7589.64,2022-01-01 19:11:00
480,2111,8009.87,2023-09-22 14:48:01
481,5172,15903.79,2020-11-03 15:28:37
482,6348,6324.77,2024-03-29 17:12:45
483,6350,5689.1,2020-11-25 23:36:53
484,1242,4489.16,2021-10-28 08:05:34
485,298,8059.34,2024-05-09 18:48:06
486,2731,11013.05,2022-05-17 00:33:26
487,361,6092.65,2024-09-22 13:35:27
488,494,9983.17,2023-08-29 05:32:40
489,7552,7333.05,2025-08-23 18:04:46
490,4395,10818.02,2021-06-11 03:23:41
491,3917,9462.34,2022-11-11 09:33:58
492,2139,3634.19,2025-04-29 06:47:05
493,3844,5570.5,2021-07-11 12:55:10
494,5328,10688.33,2021-10-12 00:09:43
495,172,8829.87,2024-04-25 20:38:18
496,117,3522.4,2024-08-19 11:25:29
497,9763,9012.21,2022-01-04 23:19:36
498,5910,4085.85,2021-09-21 05:25:48
499,8230,12979.31,2024-11-15 18:53:33
500,8558,5918.24,2025-04-22 19:03:34
501,5649,5535.49,2021-11-30 11:16:59
502,998,10190.68,2020-11-15 23:22:15
503,5992,8369.69,2023-05-19 01:49:27
504,80,2623.7,2024-03-03 23:16:19
505,7035,7377.61,2024-07-08 08:49:45
506,5850,8508.14,2024-07-08 10:56:34
507,3997,4542.46,2021-09-12 09:31:09
508,5655,4416.48,2021-09-20 04:51:18
509,8272,11045.97,2021-08-15 13:15:00
510,9253,6040.73,2021-06-18 05:05:35
511,6008,10115.31,2022-09-01 04:28:06
512,784,3417.4,2023-12-25 13:26:04
513,939,3645.28,2022-03-17 22:13:18
514,643,6909.01,2024-02-06 17:09:32
515,1002,16613.22,2025-08-05 21:38:29
516,8472,5906.61,2021-05-05 17:54:19
517,2459,5696.23,2023-09-10 10:51:59
518,589,3957.92,2020-12-29 15:31:59
519,450,13352.98,2024-07-25 21:06:56
520,2331,7598.27,2022-08-22 12:14:29
521,134,14243.98,2024-06-23 08:43:43
522,2078,5926.64,2023-06-20 05:31:13
523,5961,11970.59,2024-07-26 07:34:30
524,4969,1879.39,2025-03-19 18:52:54
525,9029,3350.89,2022-07-01 05:32:20
526,9968,2217.18,2023-02-11 07:53:13
527,7457,4839.39,2023-02-03 00:10:13
528,8233,5717.69,2021-01-05 19:47:59
529,2183,609.27,2020-11-01 08:18:29
530,1244,6146.45,2023-03-30 14:50:56
531,2997,7571.93,2025-05-05 04:15:49
532,3073,4358.72,2025-04-01 17:52:05
533,2104,12095.69,2020-10-01 07:04:12
534,5709,2607.28,2025-04-18 15:59:38
535,8645,5129.14,2025-04-27 19:18:51
536,600,278.38,2020-12-02 12:26:41
537,4312,9213.42,2020-10-14 22:16:37
538,8155,9303.77,2021-08-30 11:52:27
539,8137,4236.06,2021-12-26 01:54:39
540,7279,4944.75,2025-02-25 15:59:54
541,693,1876.01,2024-05-20 16:36:39
542,1857,4645.06,2023-03-10 20:43:24
543,8311,6373.06,2022-03-30 09:43:36
544,9852,5086.67,2024-08-28 07:38:59
545,5367,10342.44,2025-05-02 19:50:29
546,3693,4778.93,2024-06-03 03:29:37
547,9777,9570.64,2021-04-08 19:37:33
548,5955,4141.0,2024-04-02 09:30:00
549,8020,8154.3,2022-05-24 10:17:10
550,2036,8665.16,2025-06-12 23:28:52
551,5238,6545.78,2023-08-17 14:26:21
552,4261,5638.86,2022-12-13 15:13:01
553,6761,4676.23,2021-04-26 16:14:01
554,4072,3657.92,2023-09-07 13:42:13
555,2389,6319.03,2022-03-17 08:57:24
556,5415,8353.59,2020-11-11 14:13:19
557,2309,1769.55,2024-01-04 22:11:22
558,490,7255.75,2022-08-16 18:13:36
559,6690,5729.75,2021-08-23 23:14:03
560,5070,2797.32,2021-11-18 05:48:40
561,6737,12967.97,2021-04-30 09:39:35
562,9657,3500.04,2023-02-16 18:22:38
563,5959,6118.56,2023-05-26 14:25:36
564,4618,10129.69,2024-09-26 23:29:39
565,2329,4800.34,2023-05-27 16:35:46
566,5921,8653.84,2020-10-07 00:42:33
567,389,6695.67,2023-11-08 22:04:20
568,7202,7122.22,2024-05-16 00:19:39
569,9202,4396.22,2022-11-27 15:22:07
570,4446,7547.58,2021-05-09 19:44:54
571,8303,5382.13,2023-01-06 06:04:31
572,8101,7974.66,2024-04-02 19:24:13
573,9703,10276.41,2021-09-26 05:19:41
574,8661,3732.31,2023-06-26 16:24:57
575,8272,6738.94,2022-07-09 20:43:26
576,1479,10382.94,2020-11-29 17:38:31
577,8776,472.35,2021-03-14 07:28:51
578,4906,6142.86,2021-03-10 15:28:38
579,2085,1550.22,2025-07-09 02:37:40
580,4970,2657.02,2021-07-06 16:29:46
581,7167,5643.53,2023-03-01 18:42:17
582,5556,7404.59,2022-03-24 01:53:48
583,3116,2193.13,2021-04-22 16:44:45
584,5474,7713.38,2024-03-05 19:31:29
585,3001,9365.89,2020-12-15 14:39:18
586,263,6019.45,2024-07-17 00:46:14
587,9484,11138.71,2020-09-17 20:09:43
588,8502,4862.63,2022-09-15 07:22:49
589,875,5644.07,2022-01-01 21:57:57
590,9062,4168.04,2024-03-16 17:50:07
591,3255,13410.58,2022-08-27 19:04:44
592,6210,878.4,2021-09-17 22:07:29
593,3859,8081.06,2024-02-14 05:31:07
594,6802,868.64,2024-09-21 08:58:44
595,1263,5738.53,2022-11-04 01:26:05
596,9368,10356.79,2021-06-20 02:05:21
597,1139,12191.08,2022-06-20 16:25:55
598,2098,11266.63,2020-09-30 13:41:23
599,3762,8413.55,2021-08-14 12:03:37
600,1498,1884.17,2021-08-11 04:32:49
601,4825,2600.72,2023-12-10 14:53:30
602,4677,6105.67,2023-07-09 21:00:48
603,5675,3358.82,2025-01-16 23:32:59
604,7779,1570.98,2023-06-13 20:30:43
605,5012,6347.61,2022-07-07 16:19:41
606,4646,1518.73,2023-06-28 06:11:31
607,656,2260.72,2023-03-05 04:27:39
608,4639,7440.28,2022-08-04 15:49:00
609,9099,11551.34,2024-02-11 15:15:09
610,5673,5608.67,2023-03-17 11:10:18
